Year,Class,Scientific Name,Common Name,Global Rank,State Rank,Federal Status,State Status,SWAP Status,Counties of occurrence,
2017,Freshwater Snails,Elimia laqueata,panel elimia,G5,S2,,,,Counties of occurrence:  Limestone,
2017,Freshwater Snails,Elimia lecontiana,rippled elimia,G2G3,SNR,,,,,
2017,Freshwater Snails,Elimia melanoides,black mudalia7,G2,S2,,,P2,"Counties of occurrence:  Blount, Marshall",
2017,Freshwater Snails,Elimia mihalcikae,latticed elimia7,G1,S1,,,,,
2017,Freshwater Snails,Elimia nassula,round-rib elimia7,G1Q,S1,UR,,P1,"Counties of occurrence:  Colbert, Lawrence, Madison, Morgan",
2017,Freshwater Snails,Elimia olivula,caper elimia7,G1Q,S1,,,P1,Counties of occurrence:  Montgomery,
2017,Freshwater Snails,Elimia paupercula,sooty elimia7,G3Q,S3,,,,,
2017,Freshwater Snails,Elimia perstriata,engraved elimia7,G1,S1,UR,,P1,"Counties of occurrence:  Lawrence, Madison",
2017,Freshwater Snails,Elimia pybasi,spring elimia7,G2,S2,,,,,
2017,Freshwater Snails,Elimia showalteri,compact elimia7,G1Q,S1,,,,"Counties of occurrence:  Bibb, Shelby",
2017,Freshwater Snails,Elimia taitiana,dented elimia7,G3Q,S3,,,,"Counties of occurrence:  Marengo, Monroe, Sumter, Wilcox",
2017,Freshwater Snails,Elimia teretria,auger elimia7,G1,S1,,,P1,,
2017,Freshwater Snails,Elimia ucheensis,creek elimia7,G3,S3,,,,Counties of occurrence: Russell,
2017,Freshwater Snails,Elimia vanuxemiana,cobble elimia7,G1,S1,,,P1,,
2017,Freshwater Snails,Elimia varians,puzzle elimia7,G1G2Q,S1S2,,,P2,Counties of occurrence:  Bibb,
2017,Freshwater Snails,Elimia variata,squat elimia7,G1Q,S1,,,P2,"Counties of occurrence:  Bibb, Jefferson4, Shelby",
2017,Freshwater Mussels,Elliptio arca,Alabama spike,G2G3Q,S2,UR,PSM,P1,"Counties of occurrence:  Blount, Calhoun, Chambers, Cherokee, Chilton, Choctaw, Clarke, Cleburne, Coosa, Dallas,
Etowah, Greene, Jefferson, Lamar, Marengo, Monroe, Pickens, Randolph, Shelby, St. Clair, Talladega, Tuscaloosa, Washington, Winston",
2017,Freshwater Mussels,Elliptio arctata,delicate spike,G2G3Q,S2,UR,PSM,P2,"Counties of occurrence:  Barbour, Blount, Calhoun, Cherokee, Cleburne, Coffee, Dale, DeKalb, Etowah, Geneva,
Greene, Jefferson, Monroe, Pickens, Pike, Randolph, Shelby, St. Clair, Talladega, Tuscaloosa, Wilcox, Winston",
2017,Freshwater Mussels,Elliptio chipolaensis,Chipola slabshell,G1,S1,LT,SP,P1,Counties of occurrence:  Houston,
2017,Freshwater Mussels,Elliptio dilatata,spike,G5,S1,,PSM,P1,"Counties of occurrence:  Colbert, Jackson, Lauderdale, Lawrence4, Limestone, Madison, Marshall, Morgan",
2017,Freshwater Mussels,Elliptio fraterna,brother spike,G1,SX,UR,PSM,EX,Counties of occurrence:  Russell4,
2017,Freshwater Mussels,Elliptio fumata,Gulf slabshell,G4,S3,,PSM,,"Counties of occurrence:  Barbour, Houston, Lee, Russell",
2017,Freshwater Mussels,Elliptio mcmichaeli,fluted elephantear,G3,S2,,PSM,,"Counties of occurrence:  Barbour, Coffee, Conecuh, Covington, Dale, Geneva, Henry, Houston, Pike",
2017,Freshwater Mussels,Elliptio nigella,winged spike37,G1,SX,,PSM,EX,"Counties of occurrence4:  Russell, Houston",
2017,Freshwater Mussels,Elliptio purpurella,inflated spike,G2,S1,UR,PSM,P1,"Counties of occurrence:  Houston, Russell4",
2017,Freshwater Mussels,Elliptoideus sloatianus,purple bankclimber,G2,S1,LT,SP,P1,"Counties of occurrence:  Houston4, Lee",
2017,Monocots,Elodea canadensis,broad waterweed,G5,S1,,,,"Counties of occurrence:  Limestone, Marshall",
2017,Monocots,Elymus churchii,Church’s wildrye,G2G3,S1,,,,Counties of occurrence:  Madison,
2017,Birds,Empidonax traillii,Willow Flycatcher,G5,S1B,SC,SP,,"Counties of occurrence:  Cherokee, Lawrence, Limestone",
2017,Dicots,Enemion biternatum,false rue-anemone,G5,S2,,,,"Counties of occurrence:  Bibb, Colbert, Jackson, Madison, Tuscaloosa, Winston",
2017,Fishes,Enneacanthus gloriosus,bluespotted sunfish,G5,S3,,GF,,"Counties of occurrence:  Baldwin, Clarke, Covington, Mobile, Washington",
2017,Fishes,Enneacanthus obesus,banded sunfish,G5,S1,,GF,,Counties of occurrence:  Baldwin,
2017,Insects,Enodia creola,Creole pearly eye,G3G4,SU,,,,Counties of occurrence:  Chilton,
2017,Monocots,Epidendrum magnoliae,green-fly orchid,G4,S2,,,,"Counties of occurrence:  Baldwin, Conecuh, Covington, Dale, Escambia, Houston, Mobile",
2017,Dicots,Epilobium coloratum,purple-leaf willow-herb,G5,S1,,,,,
2017,Freshwater Mussels,Epioblasma  ahlstedti,Duck River dartersnapper,G1,SH,LE38,SP,EX,"Counties of occurrence4:  Colbert, Lauderdale",
2017,Freshwater Mussels,Epioblasma brevidens,Cumberlandian combshell,G1,S1,LE-XN39,SP,P1,"Counties of occurrence:  Colbert, Franklin4, Jackson4, Lauderdale4, Morgan4",
2017,Freshwater Mussels,Epioblasma capsaeformis,oyster mussel,G1,SX,LE-XN38,SP,EXCAU,"Counties of occurrence4:  Colbert, Franklin, Jackson, Lauderdale, Limestone, Madison, Marshall, Morgan",
2017,Freshwater Mussels,Epioblasma florentina,yellow blossom,G1,SX,LE-XN40,SP,,"Counties of occurrence4:  Colbert, Lauderdale, Madison, Marshall",
2017,Freshwater Mussels,Epioblasma metastriata,upland combshell,GH41,SX,LE,SP,,"Counties of occurrence4:  Bibb, Blount, Calhoun, Cherokee, Chilton, Coosa, Cullman, Etowah, Jefferson, Shelby, St.
Clair, Talladega, Tuscaloosa, Walker",
2017,Freshwater Mussels,Epioblasma obliquata,catspaw,G1,SX,LE-XN39,SP,EX,"Counties of occurrence4:  Lauderdale, Colbert",
2017,Freshwater Mussels,Epioblasma othcaloogensis,southern acornshell,GHQ41,SX,LE,SP,EXCAU,"Counties of occurrence4:  Cherokee, Etowah, Shelby, St. Clair, Talladega",
2017,Freshwater Mussels,Epioblasma penita,southern combshell,G1,S1,LE,SP,,"Counties of occurrence:  Autauga4, Dallas4, Elmore42, Greene4, Lamar, Lowndes4, Marengo4, Monroe4, Pickens4, St.
Clair4, Sumter4, Talladega4, Wilcox4",
2017,Freshwater Mussels,Epioblasma triquetra,snuffbox,G3,S1,LE,PSM,P1,"Counties of occurrence:  Colbert, Franklin4, Jackson, Lauderdale4, Limestone4, Madison, Marshall, Morgan4",
2017,Insects,Epitheca spinosa,robust baskettail,G4,S2S3,,,,"Counties of occurrence: Covington, Escambia, Tuscaloosa",
2017,Ferns and Relatives,Equisetum arvense,field horsetail,G5,S2,,,,"Counties of occurrence:  Calhoun, Greene, Hale, Jackson, Jefferson, Marshall, Morgan",
2017,Dicots,Erigeron strigosus var. dolomitica,Cahaba daisy fleabane7,G5T2?,S2?,,,,Counties of occurrence:  Bibb,
2017,Fishes,Erimonax Monachus,spotfin chub,G2,SX,"LT, XN32",SP,EXCAU,"Counties of occurrence4:  Colbert, Lauderdale",
2017,Fishes,Erimystax dissimilis,streamline chub,G4,S1S2,,,P2,"Counties of occurrence:  Jackson, Marshall, Lauderdale",
2017,Fishes,Erimystax insignis,blotched chub,G4,S2,,,,"Counties of occurrence:  Jackson, Lauderdale, Madison, Marshall",
2017,Monocots,Eriocaulon aquaticum,seven-angled pipewort,G5,SH,,,,,
2017,Monocots,Eriocaulon lineare,narrow pipewort,G4,S2,,,,"Counties of occurrence:  Covington, Houston",
2017,Monocots,Eriocaulon texense,Texas pipewort,G4,S2,,,,"Counties of occurrence:  Baldwin, Escambia, Mobile, Washington",
2017,Dicots,Eriogonum longifolium var. harperi,Harper's umbrella plant,G4T2,S1,,,,"Counties of occurrence:  Colbert, Franklin, Lawrence, Madison",
2017,Monocots,Erythronium albidum,white trout lily,G5,S1S2,,,,Counties of occurrence:  Franklin,
2017,Fishes,Etheostoma bellator,warrior darter7,G2,S2,,,P2,"Counties of occurrence:  Blount, Cullman, Jefferson",
2017,Fishes,Etheostoma blennioides,greenside darter,G5,S3,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Marion, Morgan,
Winston",
2017,Fishes,Etheostoma blennius,blenny darter,G4,S2,,,,Counties of occurrence:  Lauderdale,
2017,Fishes,Etheostoma boschungi,slackwater darter,G1,S1,LT,SP,P1,"Counties of occurrence:  Lauderdale, Limestone, Madison",
2017,Fishes,Etheostoma brevirostrum,holiday darter,G2,S1,UR,SP,P1,"Counties of occurrence:  Calhoun, Cleburne",
2017,Fishes,Etheostoma camurum,bluebreast darter,G4,S1,,,P1,Counties of occurrence:  Limestone,
2017,Fishes,Etheostoma chermocki,vermilion darter7,G1,S1,LE,SP,P1,Counties of occurrence:  Jefferson,
2017,Fishes,Etheostoma chuckwachatte,lipstick darter,G3,S2,,SP,,"Counties of occurrence:  Chambers, Clay, Cleburne, Randolph, Tallapoosa",
2017,Fishes,Etheostoma cinereum,ashy darter,G2G3,SX,UR,,EX,Counties of occurrence4:  Lauderdale,
2017,Fishes,Etheostoma corona,crown darter,G3,S2,,,,Counties of occurrence:  Lauderdale,
2017,Fishes,Etheostoma crossopterum,fringed darter,G4,S1,,,,Counties of occurrence:  Lauderdale,
2017,Fishes,Etheostoma davisoni,Choctawhatchee darter,G4,S3,,,,"Counties of occurrence:  Barbour, Bullock, Butler, Coffee, Conecuh, Covington, Crenshaw, Dale, Escambia,
Geneva, Henry, Houston, Pike",
2017,Fishes,Etheostoma ditrema,coldwater darter,G2,S2,,SP,P2,"Counties of occurrence:  Calhoun, Cherokee, Chilton, Coosa, Etowah, Shelby, Talladega",
2017,Fishes,Etheostoma douglasi,Tuskaloosa darter7,G3,S3,,,,"Counties of occurrence:  Blount, Cullman, Jefferson, Lawrence, Walker, Winston",
2017,Fishes,Etheostoma flabellare,fantail darter,G5,S3,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Morgan",
2017,Fishes,Etheostoma fusiforme,swamp darter,G5,S3,,,,"Counties of occurrence:  Autauga, Baldwin, Chambers, Clarke, Conecuh, Covington, Escambia, Geneva, Houston,
Lamar, Mobile, Monroe, Pickens, Sumter, Tuscaloosa, Washington",
2017,Fishes,Etheostoma histrio,harlequin darter,G5,S3,,,,"Counties of occurrence:  Bibb, Choctaw, Clarke, Colbert, Coosa, Covington, Dallas, Elmore, Escambia, Fayette, Franklin, Hale, Lamar, Lauderdale, Marion, Monroe, Montgomery, Pickens, Sumter, Tuscaloosa, Wilcox",
2017,Fishes,Etheostoma jessiae,blueside darter,G4,S3,,,,"Counties of occurrence:  DeKalb, Franklin, Jackson, Lauderdale, Lawrence4, Limestone, Madison",
2017,Fishes,Etheostoma kennicotti,stripetail darter,G4G5,S3,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Madison, Morgan",
2017,Fishes,Etheostoma lynceum,brighteye darter,G5,S1,,SP,P1,"Counties of occurrence:  Mobile, Washington",
2017,Fishes,Etheostoma neopterum,lollypop darter,G3,S1,,SP,P1,Counties of occurrence:  Lauderdale,
2017,Fishes,Etheostoma nuchale,watercress darter7,G1,S1,LE,SP,P1,Counties of occurrence:  Jefferson,
2017,Fishes,Etheostoma phytophilum,rush darter7,G1,S1,LE,SP,P1,"Counties of occurrence:  Etowah, Jefferson, Winston",
2017,Fishes,Etheostoma rufilineatum,redline darter,G5,S3,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Limestone, Marion",
2017,Fishes,Etheostoma sp. cf . bellator “B”,Locust Fork Darter7,GNR,S1,,,P2,"Counties of occurrence:  Blount, Etowah",
2017,Fishes,Etheostoma sp. cf.  zonistium,blueface darter7,G1,S1,,,P2,"Counties of occurrence:  Franklin, Lawrence, Marion, Winston",
2017,Fishes,Etheostoma sp. cf. bellator “A”,Sipsey darter7,G2,S2,,,P2,"Counties of occurrence:  Lawrence, Winston",
2017,Fishes,Etheostoma tallapoosae,Tallapoosa darter,G4,S3,,,,"Counties of occurrence:  Chambers, Clay, Cleburne, Coosa, Lee, Randolph, Tallapoosa",
2017,Fishes,Etheostoma tennesseense,Tennessee darter,G5,S3,,,,"Counties of occurrence:  Colbert, DeKalb, Franklin, Jackson, Lauderdale, Limestone, Madison, Morgan",
2017,Fishes,Etheostoma trisella,trispot darter,G1,S1,UR,SP,P2,"Counties of occurrence:  Cherokee, Etowah, St. Clair",
2017,Fishes,Etheostoma tuscumbia,Tuscumbia darter,G2,S2,UR,SP,P2,"Counties of occurrence:  Colbert, Lauderdale, Lawrence, Limestone, Madison, Morgan",
2017,Fishes,Etheostoma wapiti,boulder darter,G1,S1,"LE, XN35",SP,P1,"Counties of occurrence:  Lauderdale4, Limestone",
2017,Fishes,Etheostoma zonale,banded darter,G5,S2,,,,"Counties of occurrence:  Colbert, Jackson, Lauderdale, Lawrence, Limestone",
2017,Fishes,Etheostoma zonifer,backwater darter,G4,S3,,,,"Counties of occurrence:  Autauga, Bibb, Bullock, Choctaw, Clarke, Dallas, Elmore, Greene, Lowndes, Macon, Marengo, Monroe, Montgomery, Perry, Pickens, Russell, Sumter, Wilcox",
2017,Fishes,Etheostoma zonistium,bandfin darter,G4G5,S1,,,P2,Counties of occurrence:  Colbert,
2017,Birds,Eudocimus albus,White Ibis,G5,"S2B,S3N",SP,,,"Counties of occurrence – breeding:  Baldwin, Clarke, Covington, Geneva, Houston, Mobile
Counties of occurrence – foraging or transient:  Barbour, Butler, Chilton, Cleburne, Coffee, Conecuh, Crenshaw, Dale, Escambia, Henry, Lowndes, Marshall, Monroe, Montgomery, Russell, Shelby, Sumter, Wilcox, Washington",
2017,Insects,Euhadenoecus putaneus,a cave cricket,GNR,S1,,,,"Counties of occurrence:  DeKalb, Jackson",
2017,Dicots,Euphorbia discoidalis,euphorbia,G3?Q,S2?,,,,Counties of occurrence:  Baldwin,
2017,Dicots,Euphorbia inundata,Florida pine spurge,G4G5,S1,,,,Counties of occurrence: Baldwin4,
2017,Insects,Euphyes arpa,palmetto skipper,G3G4,SNR,,,,,
2017,Insects,Euphyes dukesi dukesi,Dukes' skipper,G3T3,SNR,,,,,
2017,Insects,Euphyes pilatka,palatka skipper,G3G4,S3S4,,,,,
2017,Dicots,Eurybia chapmanii,Chapman aster,G2G3,SH,,,,"Counties of occurrence:  Geneva, Houston, Mobile",
2017,Dicots,Eurybia eryngiifolia,coyote-thistle aster,G3G4,S2,,,,"Counties of occurrence:  Covington, Geneva",
2017,Dicots,Eurybia spectabilis,showy aster,G5,S2,,,,"Counties of occurrence:  Covington, DeKalb",
2017,Dicots,Eurybia surculosus,creeping aster,G4G5,S1,,,,Counties of occurrence:  Jackson,
2017,Monocots,Eustachys floridana,two-spike finger grass,G2?,S1,,,,Counties of occurrence:  Geneva,
2017,Dicots,Evolvulus sericeus var. sericeus,creeping morning-glory,G5T3T5,S1,,,,Counties of occurrence:  Dallas,
2017,Birds,Falco peregrinus,Peregrine Falcon,G4,"SHB,S3N",SP,,,"Counties of occurrence:3  Colbert, Lauderdale, Lawrence, Limestone, Madison, Marshall
ORDER GALLIFORMES  -  Gallinaceous Birds Family Phasianidae  -  Grouse and Turkeys",
2017,Birds,Falco sparverius,American Kestrel,G5,"S3B,S5N",SP,,P22,"Counties of occurrence:  Bibb, Blount, Butler, Cherokee, Chilton, Choctaw, Clarke, Clay, Colbert, Coosa, Covington, Cullman, DeKalb, Etowah, Franklin, Hale, Houston, Jackson, Jefferson, Lauderdale, Lawrence, Lee, Limestone, Madison, Marengo, Marion, Marshall, Monroe, Montgomery, Morgan, Shelby, St. Clair, Tuscaloosa, Walker, Washington, Wilcox, Winston",
2017,Crayfish and Shrimp,Fallicambarus burrisi,burrowing bog crayfish,G3,S1,,,P1,"Counties of occurrence:  Baldwin, Mobile, Washington",
2017,Crayfish and Shrimp,Fallicambarus byersi,lavender burrowing crayfish,G4,S2,,,P2,"Counties of occurrence4:  Baldwin, Conecuh4, Escambia4, Monroe4, Washington4",
2017,Crayfish and Shrimp,Fallicambarus danielae,speckled burrowing crayfish,G2,S2,UR,,P2,"Counties of occurrence:  Baldwin, Mobile, Perry",
2017,Crayfish and Shrimp,Fallicambarus fodiens,digger crayfish,G5,S3,,,,"Counties of occurrence:  Baldwin4, Bullock4, Butler4, Choctaw4, Dallas, Lamar4, Lauderdale4, Limestone4, Macon, Marengo4, Montgomery4, Perry4, Sumter4",
2017,Crayfish and Shrimp,Fallicambarus oryktes,flatwoods digger,G4,S1,,,,"Counties of occurrence4:  Baldwin, Mobile",
2017,Reptiles,Farancia erytrogramma,Rainbow Snake,G4,S3,,SP,P1,"Counties of occurrence:  Baldwin, Chilton, Covington, Dale, Escambia, Henry, Mobile, Shelby, Tuscaloosa",
2017,Insects,Feniseca tarquinius,harvester,G4,SU,,,,,
2017,Freshwater Snails,Ferrissia mcneili,hood ancylid7,G2G3,S2,,,,Counties of occurrence:  Mobile,
2017,Monocots,Fimbristylis brevivaginata,glade fimbristylis,G2,S1,,,,Counties of occurrence:  DeKalb,
2017,Monocots,Fimbristylis perpusilla,Harper’s fimbry,G2,S1,,,,Counties of occurrence:  Covington,
2017,Non-Vascular Plants,Fissidens hyalinus,filmy fissidens,GNR,S1,,,,,
2017,Non-Vascular Plants,Fissidens kegelianus,fan moss,GNRQ,S1?,,,,,
2017,Non-Vascular Plants,Fissidens neonii,moss,G2?,S1?,,,,,
2017,"Diplurans, Springtails and Proturans",Folsomia candida,a springtail,GNR,S1,,,,Counties of occurrence:  Colbert,
2017,"Diplurans, Springtails and Proturans",Folsomia sp. 1,a springtail,GNR,S1,,,,"Counties of occurrence:  Blount, Jackson
Family Onychiuridae",
2017,Dicots,Fothergilla gardenii,dwarf witch-alder,G3G4,S1,,,,"Counties of occurrence:  Baldwin, Escambia4, Geneva4",
2017,Dicots,Fothergilla major,mountain witch-alder,G3,S2,,,,"Counties of occurrence:  Blount, Cherokee, Cullman, DeKalb, Franklin, Jackson, Marshall, St. Clair",
2017,Dicots,Frasera caroliniensis,Carolina gentian,G5,S2,,,,"Counties of occurrence:  Chilton, Colbert, Franklin, Jackson, Jefferson, Lawrence",
2017,Non-Vascular Plants,Frullania riparia,liverwort,G4G5,S1?,,,,"Counties of occurrence:  Jackson
Family Lejeuneaceae",
2017,Fishes,Fundulus bifax,stippled studfish,G2G3,S2,,,,"Counties of occurrence:  Chambers, Coosa, Elmore, Randolph, Tallapoosa",
2017,Fishes,Fundulus blaire,western starhead topminnow,G4,S3,,,,"Counties of occurrence:  Autauga, Baldwin, Bibb, Choctaw, Clarke, Escambia, Mobile, Monroe, Perry, Wilcox",
2017,Fishes,Fundulus catenatus,northern studfish,G5,S3S4,,,,"Counties of occurrence:  Colbert, Franklin, Jackson, Lauderdale, Limestone",
2017,Fishes,Fundulus chrysotus,golden topminnow,G5,S3,,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Fishes,Fundulus cingulatus,banded topminnow,G4,S2,,,,"Counties of occurrence:  Baldwin, Covington, Escambia, Mobile",
2017,Fishes,Fundulus confluentus,marsh killifish,G5,S2,,,,Counties of occurrence:  Baldwin,
2017,Fishes,Fundulus dispar,starhead topminnow,G4,S2,,,,"Counties of occurrence:  Choctaw, Clarke, Greene, Mobile, Sumter, Tuscaloosa",
2017,Fishes,Fundulus escambiae,russetfin topminnow,G4,S3,,,,"Counties of occurrence:  Baldwin, Barbour, Bullock, Covington, Dale, Escambia, Geneva, Houston",
2017,Fishes,Fundulus jenkinsi,saltmarsh topminnow,G2,S1,SC34,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Fishes,Fundulus pulvereus,Bayou killifish,G5,S2,,,,"Counties of occurrence:  Baldwin, Mobile",
2017,Freshwater Mussels,Fusconaia burkei,tapered pigtoe,G2G3,S2,LT,SP,P2,"Counties of occurrence:  Barbour, Coffee, Dale, Geneva, Henry, Pike",
2017,Freshwater Mussels,Fusconaia cor,shiny pigtoe,G1,S1,LE-XN39,SP,P1,"Counties of occurrence:  Colbert4, Jackson, Lauderdale4, Madison, Marshall",
2017,Freshwater Mussels,Fusconaia cuneolus,finerayed pigtoe,G1,S1,LE-XN39,SP,P1,"Counties of occurrence:  Colbert4, Jackson, Lauderdale4, Limestone4, Madison, Marshall, Morgan4",
2017,Freshwater Mussels,Fusconaia escambia,narrow pigtoe,G2,S2,LT,SP,P2,"Counties of occurrence:  Butler, Conecuh, Covington, Crenshaw, Escambia, Pike",
2017,Freshwater Mussels,Fusconaia rotulata,round ebonyshell,G1,S1,LE,SP,,"Counties of occurrence:  Conecuh, Covington, Escambia",
2017,Freshwater Mussels,Fusconaia subrotunda,longsolid,G3,S1,UR,PSM,P1,"Counties of occurrence:  Colbert, Jackson, Lauderdale, Limestone4, Madison, Marshall, Morgan4",
2017,Dicots,Galactia floridana,Florida milk pea,G3G4,SH,,,,Counties of occurrence4: Mobile,
2017,Dicots,Galium lanceolatum,Torrey's wild licorice,G5,S1,,,,,
2017,Terrestrial Snails,Gastrocopta abbreviata,plains snaggletooth,G4,S1,,,,,
2017,Terrestrial Snails,Gastrocopta clappi,bluegrass snaggletooth,G4G5,SNR,,,,,
2017,Terrestrial Snails,Gastrocopta pellucida,slim snaggletooth,G5,S1,,,,,
2017,Terrestrial Snails,Gastrocopta procera,wing snaggletooth,G5,SNR,,,,,
2017,Terrestrial Snails,Gastrocopta riparia,Gulf Coast snaggletooth,G4G5,SNR,,,,,
2017,Terrestrial Snails,Gastrocopta rupicola,tapered snaggletooth,G4,SNR,,,,,
2017,Birds,Gelochelidon nilotica,Gull-Billed Tern,G5,"S2B,S4N",,SP,P2,"Counties of occurrence:  Baldwin, Mobile",
2017,Mammals,Geomys pinetis,southeastern pocket gopher,G5,S3,,SP,P2,"Counties of occurrence:  Autauga, Baldwin, Barbour, Bullock, Clarke3, Coffee, Conecuh3, Covington, Crenshaw, Dale, Dallas3, Escambia, Geneva, Henry3, Houston, Macon,Monroe3, Montgomery, Russell, Tuscaloosa3
Family Dipodidae  -  Birch Mice, Jerboas, and Jumping Mice",
2017,Dicots,Geum virginianum,pale avens,G5,S2,,,,"Counties of occurrence:  Jackson, Madison",
2017,Freshwater Mussels,Glebula rotundata,round pearlshell,G4G5,S2,,PSM,,"Counties of occurrence:  Baldwin, Choctaw, Clarke, Escambia, Mobile, Washington",
2017,Terrestrial Snails,Glyphyalinia cumberlandiana,hill glyph,G4,SNR,,,,,
2017,Terrestrial Snails,Glyphyalinia latebricola,stone glyph,G1G2,SNR,,,,Counties of occurrence:  Jackson,
2017,Terrestrial Snails,Glyphyalinia pecki,blind glyph7,G1G2,S1S2,,,,Counties of occurrence:  Jefferson,
2017,Terrestrial Snails,Glyphyalinia specus,hollow glyph,G4,SNR,,,,Counties of occurrence:  Jackson,
2017,Insects,Gomphus consanguis,Cherokee clubtail,G3,S1S2,UR,,,"Counties of occurrence: Blount, St. Clair",
2017,Insects,Gomphus crassus,handsome clubtail,G3G4,S3,,,,"Counties of occurrence: Jackson, Lauderdale, Madison",
2017,Insects,Gomphus geminatus,twin-striped clubtail,G3G4,S2,,,,"Counties of occurrence: Covington, Escambia",
2017,Insects,Gomphus hodgesi,Hodges' clubtail,G3,S3?,,,,,
2017,Insects,Gomphus hybridus,cocoa clubtail,G4,S3S4,,,,,
2017,Insects,Gomphus modestus,Gulf Coast clubtail,G3G4,S3?,,,,,
2017,Insects,Gomphus quadricolor,rapids clubtail,G3G4,S1,,,,,
2017,Insects,Gomphus septima,Septima's clubtail,G2,S1S2,UR,,,"Counties of occurrence:  Bibb, Tuscaloosa4",
2017,Insects,Gomphus viridifrons,green-faced clubtail,G3G4,S3?,,,,,
2017,Reptiles,Gopherus polyphemus,Gopher Tortoise,G3,S3,"LT, C27",SP,P2,"Counties of occurrence:  Baldwin, Barbour, Bullock, Butler, Choctaw, Clarke, Coffee, Conecuh, Covington,
Crenshaw, Dale, Escambia, Geneva, Henry, Houston, Mobile, Monroe, Pike, Russell, Washington
Family Trionychidae  -  Softshell Turtles",
2017,Dicots,Gordonia lasianthus,loblolly bay,G5,S1,,,,"Counties of occurrence:  Baldwin, Houston, Mobile, Monroe",
2017,Reptiles,Graptemys barbouri,Barbour’s Map Turtle,G2,S2,UR,SP,P2,"Counties of occurrence:  Barbour, Coffee, Dale, Geneva, Houston, Russell",
2017,Reptiles,Graptemys ernsti,Escambia Map Turtle,G2,S2,UR,SP,P2,"Counties of occurrence:  Coffee, Covington, Escambia, Geneva",
2017,Reptiles,Graptemys geographica,Northern Map Turtle,G5,S3,,,,"Counties of occurrence:  Bibb, Blount, Colbert, Coosa, Cullman, Jefferson, Lauderdale, Lawrence, Limestone,
Madison, Marshall, Morgan, Shelby",
2017,Reptiles,"Graptemys nigrinoda
delticola","Southern Black-knobbed
Map Turtle7",G3T2Q,S2,UR,SP,,"Counties of occurrence:  Baldwin, Clarke, Mobile, Washington",
2017,Reptiles,Graptemys nigrinoda nigrinoda,Northern Black-Knobbed Map Turtle,G3T3Q,S3,UR,SP,,"Counties of occurrence:  Autauga, Bibb, Chilton, Choctaw, Clarke, Coosa, Dallas, Elmore, Greene, Hale, Lowndes,
Macon, Marengo, Monroe, Montgomery, Perry, Sumter, Tallapoosa, Washington, Wilcox",
2017,Reptiles,Graptemys ouachitensis,Southern Map Turtle,G5,S3,,,,"Counties of occurrence:  Colbert, Jackson, Lauderdale, Lawrence, Madison, Marshall, Morgan",
2017,Reptiles,Graptemys pulchra,Alabama Map Turtle,G4,S3,UR,SP,,"Counties of occurrence:  Autauga, Baldwin, Bibb, Cherokee, Chilton, Choctaw, Clarke, Coosa, Dallas, Elmore,
Etowah, Greene, Hale, Jefferson, Lowndes, Marengo, Mobile, Monroe, Montgomery, Perry, Shelby, Sumter, Talladega, Tallapoosa, Washington, Wilcox",
2017,Birds,Grus americana,Whooping Crane,G1,S1N,"LT,XN",SP,,"Counties of occurrence:  Limestone, Madison, Morgan",
2017,Birds,Grus canadensis pulla,Mississippi Sandhill Crane,G5T1,SH,LE,SP,,Counties of occurrence:  Baldwin4,
2017,Amphibians,Gyrinophilus palleucus palleucus,Pale Salamander,G2G3T2,S2,UR,SP,P2,"Counties of occurrence:  Colbert, DeKalb, Jackson, Limestone, Madison, Marshall",
2017,Monocots,Habenaria quinqueseta var. quinqueseta,Michaux's orchid,G4G5T4?,S1,,,,Counties of occurrence:  Baldwin,
2017,Birds,Haematopus palliatus,American Oystercatcher,G5,S1,,SP,P1,"Counties of occurrence:  Mobile
Family Scolopacidae  -  Snipe, Woodcock, and Sandpipers",
2017,Dicots,Hamamelis ovalis,Mississippi witch hazel,G1,S1,,,,"Counties of occurrence:  Clarke, Covington, Monroe, Wilcox
ORDER ILLICIALES
Family Schisandraceae  -  Starvine Family",
2017,Freshwater Mussels,Hamiota altilis43,finelined pocketbook,G2G3,S2,LT,SP,P2,"Counties of occurrence:  Bibb, Blount, Calhoun, Cherokee, Chilton, Clay, Cleburne, Coosa, Dallas, Elmore, Etowah, Jefferson, Lee, Macon, Monroe, Perry, Shelby, St. Clair, Talladega, Wilcox",
2017,Freshwater Mussels,Hamiota australis41,southern sandshell,G2G3,S2,LT,SP,P2,"Counties of occurrence:  Barbour, Coffee, Conecuh, Covington, Crenshaw, Dale, Escambia, Geneva, Henry, Houston, Pike",
